812,"Secure this season's must-have silhouette with this bardot dress. With a wide open neckline that exposes the shoulders and accentuates your décolletage, an off-the-shoulder dress is the classic staple you need in your life. Whether you choose soft shades for a classic look or statement prints for maximum impact, this is the dress your summer wardrobe won't be complete without. Try bardot midi dresses for low-key glam or wear an off the shoulder maxi dress for all your summer plans - it's a vibe.Style: Maxi DressDesign: PlainFabric: WovenLength: MaxiNeckline: Off the ShoulderSleeve Length: Sleeveless"
813,"Got plans? Get ready to shine this season in this sparkly dress. A real statement piece featuring small disco shaped discs that's guaranteed to turn heads, a sequin dress is perfect for party season, and this one is giving us all the glam vibes. Team with smoky eyes and stiletto heels for maximum impact... do it for the glam, girl. Choose from leg-lengthening minis to floor-sweeping sequin maxi dresses complete with mesh detailing and plunge necklines. Whatever you choose, prepare to out-sparkle the crowd.Style: Bodycon DressFabric: SequinLength: MidiNeckline: Bardot"
814,"Max out your looks this season with this statement maxi dress. With a flattering longline silhouette that skims your body and accentuates your curves, a floor length dress is comfortable, versatile, and a go-to choice for the summer. Opt for a long sleeve maxi dress for formal occasions, whilst a strapless maxi is perfect for casual days. Available in a range of prints, pastels and shapes, this long dress is a key piece in your wardrobe for seasonal dressing."
815,"A longline style that lengthens your silhouette and skims your curves for a super flattering look, create the fit you've been dreaming of this season with this plus size maxi dress. A versatile piece you can dress up with heels or keep casual with sliders, plus size long dresses are a wardrobe saviour when you don't know what to wear. Updated for the new season with floral prints, as well as some jersey pieces to keep your lounge style on lock, invest in a plus size floor length dress (it will look good on you).Style: Maxi DressFabric: SequinLength: MaxiSleeve Length: Short Sleeve"
816,"Versatile, chic, and always effortless, wrap dresses are the wardrobe essential you don't wanna sleep on this season, and this style is no exception. With a wrap design secured with tie detailing, this one is giving us all the vibes. Pair with cute sandals for off-duty days or opt for barely-there heels for Saturday night plans. From midi wrap dresses to maxi styles, we've got something for everyone. Take it to daytime with our soft jersey numbers or check out our satin wrap dresses for a going out look with extra attitude.Style: Maxi DressDesign: FloralFabric: SatinLength: MaxiSleeve Length: Long Sleeve"
817,"Dresses are the most-wanted wardrobe item for day-to-night dressing. From cool-tone whites to block brights, we've got the everyday skater dresses and party-ready bodycon styles that are perfect for transitioning from day to play. Minis, midis and maxis are our motto, with classic jersey always genius and printed cami dresses the season's killer cut - add skyscraper heels for a seriously statement look. Dress up or down in style with boohoo."
818,"Got your prom date confirmed but nothing to wear? Look no further than boohoo's latest edit of prom dresses. Guaranteed to make you feel like the ultimate prom queen, our women's prom dresses are worth celebrating. Channel all the sophisticated vibes in a black prom dress, or bring the heat in a red prom dress. Show off those pins in a short prom dress or look fire in skater and midi styles. Pair this one with sky-high heels and get ready to celebrate in style. The best bit? This dress would look just as cool with chunky trainers for all that after-prom partying."
819,"boohoo PlusYou’ll find full on fashion for the fuller figure with the boohoo Plus range. Delivering directional designs for UK sizes 16 to 24, this ultra-flattering collection combines perfectly proportioned fits with statement styles so that you can stay on top of this season’s trends."
820,"Party season is calling and this sequin kimono sleeve mini dress is ready to answer! Featuring a plunging neckline and long kimono sleeves, this bodycon dress will show off your figure without compromising on coverage. Made from a head-turning sequin fabric, this dress is sure to help you stand out from the crowd. Want a look that will keep all eyes locked on you? Team it with statement accessories and barely-there heels for maximum impact - all night long. Style: Bodycon DressFabric: SequinLength: MiniNeckline: PlungeSleeve Length: Long Sleeve"
821,"You've got the invite but have you got the dress? That's where we come in girl, with this latest look from our plus size wedding guest dresses collection. From midi lengths that are best worn with block heels to maxi dresses that are the real deal when it comes to occasion wear, our plus size dresses for weddings in summer or winter mean you can sort your outfit in one go. Just pick up statement accessories to finish.Style: Skater DressFabric: WovenLength: MidiSleeve Length: Long Sleeve"
822,"We're taking inspo from times past and adding this coveted corset dress to our wardrobe this season. Designed with a fitted bodice that cinches in the waist for a super flattering fit, corset dresses create the perfect hourglass silhouette...winner. For a modern twist, mix laid-back casual with structure in a corset shirt dress and trainers at the weekend or enter a new era with a super slimming dress featuring ruched sleeves and a pair of strappy sandals for a statement look.Style: Bodycon DressFabric: VelvetLength: MidiNeckline: Bardot"
823,"Calling all style queens: knitted dresses are everywhere this season, and this one is no exception. A key-trend piece which is comfy, soft, and endlessly versatile, the temperatures don't have to be in the minus' to rock this style. With long sleeve styles to keep you warm in winter and halter neck options for summer, a knitted dress is not only a big hitter for winter. Pair a jumper dress with chunky boots or box-fresh trainers (depending on the season) and you're good to go! Style: Jumper DressFabric: AcrylicNeckline: Roll NeckSleeve Length: Long SleeveThis garment is READY FOR THE FUTURE. It is made with recycled acrylic. Find out more about our material goals.READY FOR THE FUTURE GUIDELINES."
824,"Keep things cosy this season in boohoo's range of petite knitwear. Designed especially for petite queens 5'3'' and under, our pieces been cut slightly shorter to ensure the perfect fit. From petite jumpers to petite cardigans, we've got all your off-duty looks sorted, girl. Whether you're heading for a cosy cinema date or just running errands, this one is the perfect addition to add to your transitional wardrobe. Need inspo? This piece would look killer with mom jeans and chunky trainers.Style: Jumper DressFabric: AcrylicSleeve Length: Long SleeveThis garment is READY FOR THE FUTURE. The Boohoo Group are members of Better Cotton. By choosing our cotton products, you're supporting Boohoo Groups investment in Better Cotton's mission. This product is sourced via a system of mass balance and therefore may not contain Better Cotton. Learn more at Better Cotton Find out more about our material goals.READY FOR THE FUTURE GUIDELINES."
825,"So you're graduating? Congrats, girl! Celebrate your big day in style with a graduation dress from boohoo. Designed to make you feel like the queen you are, these pieces have been created to make a real style statement as you accept your award. From white graduation dresses to satin skater styles, you'll be the best dressed genius in the class of 2023. We think this one would look killer with some mules and a micro-bag. Just add some simple jewellery and you're ready to go! Brains and beauty? We love to see it."
826,"Get ready to turn heads with this piece from our range of tall dresses. boohoo's collection of tall dresses for women is a one-stop-shop if you're 5'7"" or over, whether you're looking for work-to-bar smart, smouldering date night styles or standout party pieces. Need some inspiration? Work it in a tall maxi dress for summer or show off your long pins in a tall midi dress.Style: Maxi DressDesign: PlainFabric: Scuba CrepeLength: MaxiNeckline: HalterneckSleeve Length: Sleeveless"
827,"So you're graduating? Congrats, girl! Celebrate your big day in style with a graduation dress from boohoo. Designed to make you feel like the queen you are, these pieces have been created to make a real style statement as you accept your award. From white graduation dresses to satin skater styles, you'll be the best dressed genius in the class of 2023. We think this one would look killer with some mules and a micro-bag. Just add some simple jewellery and you're ready to go! Brains and beauty? We love to see it."
828,"Got plans? Get ready to shine this season in this sparkly dress. A real statement piece featuring small disco shaped discs that's guaranteed to turn heads, a sequin dress is perfect for party season, and this one is giving us all the glam vibes. Team with smoky eyes and stiletto heels for maximum impact... do it for the glam, girl. Choose from leg-lengthening minis to floor-sweeping sequin maxi dresses complete with mesh detailing and plunge necklines. Whatever you choose, prepare to out-sparkle the crowd.Style: Shift DressDesign: StripesFabric: SequinLength: MiniNeckline: CollaredSleeve Length: Long Sleeve"
829,"Every girl's wardrobe should include a classic skater dress, and we think this one is a pretty good starting point. Comprised of a fitted bodice with a flared skirt, this is a style that flatters all body shapes. Figure balancing, super flattering, and seriously easy to style, dress up with heels or down with trainers, depending on your vibe. Add statement jewellery and a red lip and get ready to turn some heads. Sexy but simple...we're into it.Style: Skater DressDesign: StripesFabric: WovenLength: MidiNeckline: SquareSleeve Length: Strappy"
830,"So you're graduating? Congrats, girl! Celebrate your big day in style with a graduation dress from boohoo. Designed to make you feel like the queen you are, these pieces have been created to make a real style statement as you accept your award. From white graduation dresses to satin skater styles, you'll be the best dressed genius in the class of 2023. We think this one would look killer with some mules and a micro-bag. Just add some simple jewellery and you're ready to go! Brains and beauty? We love to see it."
831,"Got a wedding to plan? Get your bridesmaid squad ready in style with our new season collection of bridesmaid dresses. We're loving blush pinks, sultry greys, pretty blues and mint greens for this season's key hues. Chiffon is a go-to material for your bridesmaid dresses, with its delicate design and floaty silhouette. Rethink long bridesmaid dresses with split leg details and wrap silhouettes or choose midi styles for the perfect summer look. Whether it's a strapless burgundy piece or a navy bridesmaid dress that suits every team bride member, we've got all the affordable options at boohoo. Style: Maxi DressFabric: WovenLength: MaxiNeckline: CowlSleeve Length: Sleeveless"
832,"Versatile, chic, and always effortless, wrap dresses are the wardrobe essential you don't wanna sleep on this season, and this style is no exception. With a wrap design secured with tie detailing, this one is giving us all the vibes. Pair with cute sandals for off-duty days or opt for barely-there heels for Saturday night plans. From midi wrap dresses to maxi styles, we've got something for everyone. Take it to daytime with our soft jersey numbers or check out our satin wrap dresses for a going out look with extra attitude.Style: Bodycon DressFabric: JerseyLength: MaxiNeckline: AsymmetricSleeve Length: Sleeveless"
833,"A scuba dress is the wardrobe essential you never knew you needed. Made from soft, stretchy neoprene fabric that's ultra-supportive, the scuba midi dress is an essential when it comes to comfortable style that flatters all body shapes. Give your figure the attention it deserves with a Bardot neckline or wear a scuba skater dress for ultimate pretty vibes at any event. Now that's fashion-forward.Style: Skater DressDesign: PorcelainFabric: Scuba CrepeLength: MidiNeckline: Round NeckSleeve Length: Short Sleeve"
834,"boohoo PlusYou’ll find full on fashion for the fuller figure with the boohoo Plus range. Delivering directional designs for UK sizes 16 to 24, this ultra-flattering collection combines perfectly proportioned fits with statement styles so that you can stay on top of this season’s trends."
835,"Got your prom date confirmed but nothing to wear? Look no further than boohoo's latest edit of prom dresses. Guaranteed to make you feel like the ultimate prom queen, our women's prom dresses are worth celebrating. Channel all the sophisticated vibes in a black prom dress, or bring the heat in a red prom dress. Show off those pins in a short prom dress or look fire in skater and midi styles. Pair this one with sky-high heels and get ready to celebrate in style. The best bit? This dress would look just as cool with chunky trainers for all that after-prom partying."
836,"A longline style that lengthens your silhouette and skims your curves for a super flattering look, create the fit you've been dreaming of this season with this plus size maxi dress. A versatile piece you can dress up with heels or keep casual with sliders, plus size long dresses are a wardrobe saviour when you don't know what to wear. Updated for the new season with floral prints, as well as some jersey pieces to keep your lounge style on lock, invest in a plus size floor length dress (it will look good on you).Style: Maxi DressDesign: FloralFabric: WovenLength: MaxiSleeve Length: Long Sleeve"
837,"On the hunt for the perfect dress? Your perfect prom fit is right here with this plus size prom dress from our latest collection. A figure-flattering style that hugs your curves in all the right places, this plus size ball gown is cut with extra fabric for the perfect fit. Team with heels (ones that you can dance in, obv) and understated jewellery for a look we love. Prepare to celebrate in style with boohoo..."
838,"Got plans? Get ready to shine this season in this sparkly dress. A real statement piece featuring small disco shaped discs that's guaranteed to turn heads, a sequin dress is perfect for party season, and this one is giving us all the glam vibes. Team with smoky eyes and stiletto heels for maximum impact... do it for the glam, girl. Choose from leg-lengthening minis to floor-sweeping sequin maxi dresses complete with mesh detailing and plunge necklines. Whatever you choose, prepare to out-sparkle the crowd.Style: Bodycon DressDesign: StripesFabric: WovenLength: MidiSleeve Length: Long Sleeve"
839,"Lightweight, floaty and oh-so-chic, a chiffon dress is the ultimate day-to-night piece in any girl's wardrobe. An airy sheer fabric which is perfect for evening wear, let your dress do the talking and prepare to turn some serious heads in this pretty dress. Need inspo? Team this one with ankle boots and a leather jacket to nail the ultimate smart-casual look, or opt for barely-there heels for nights that require a little more glam. New mantra: this dress, on repeat.Style: Maxi DressFabric: ChiffonLength: MidaxiSleeve Length: Long Sleeve"
840,"This textured knot front cowl neck midi dress is the definition of sophistication. Designed for our plus size girls, this midi dress features a cowl neckline with an adjustable drawstring waist for added versatility. We're obsessed with the textured woven fabric that looks elegant and perfectly complements your figure. If you're off out for the evening or having a dinner date, this dress won't disappoint. Heels, jewellery and a sleek hairstyle are all you need to complete this stylish look.Style: Midi DressFabric: WovenLength: Midi"
841,"Got a wedding to plan? Get your bridesmaid squad ready in style with our new season collection of bridesmaid dresses. We're loving blush pinks, sultry greys, pretty blues and mint greens for this season's key hues. Chiffon is a go-to material for your bridesmaid dresses, with its delicate design and floaty silhouette. Rethink long bridesmaid dresses with split leg details and wrap silhouettes or choose midi styles for the perfect summer look. Whether it's a strapless burgundy piece or a navy bridesmaid dress that suits every team bride member, we've got all the affordable options at boohoo."
842,"This dress is waiting to take you out. Stay seriously on-trend this season with this petite dress. Designed to fit all pocket rockets 5'3'' and below, our dresses for petite women are cut a little shorter to ensure the perfect fit. From petite midi dresses to petite maxi dresses, petite summer dresses to petite shirt dresses, we've got you covered. So whether you're heading out out or just want some new season styles, all you have to think about is what shoes to wear (this piece is both heel and trainer approved).Style: Midi DressFabric: VelvetLength: MidiNeckline: AsymmetricSleeve Length: Sleeveless"
843,"On the hunt for the perfect dress? Your perfect prom fit is right here with this plus size prom dress from our latest collection. A figure-flattering style that hugs your curves in all the right places, this plus size ball gown is cut with extra fabric for the perfect fit. Team with heels (ones that you can dance in, obv) and understated jewellery for a look we love. Prepare to celebrate in style with boohoo..."
844,"Got plans? Get ready to shine this season in this sparkly dress. A real statement piece featuring small disco shaped discs that's guaranteed to turn heads, a sequin dress is perfect for party season, and this one is giving us all the glam vibes. Team with smoky eyes and stiletto heels for maximum impact... do it for the glam, girl. Choose from leg-lengthening minis to floor-sweeping sequin maxi dresses complete with mesh detailing and plunge necklines. Whatever you choose, prepare to out-sparkle the crowd.Style: Bodycon DressFabric: SequinLength: MidiNeckline: CowlSleeve Length: Long Sleeve"
845,"Get ready to turn heads with this piece from our range of tall dresses. boohoo's collection of tall dresses for women is a one-stop-shop if you're 5'7"" or over, whether you're looking for work-to-bar smart, smouldering date night styles or standout party pieces. Need some inspiration? Work it in a tall maxi dress for summer or show off your long pins in a tall midi dress.Style: Shift DressFabric: SequinLength: MiniSleeve Length: Long Sleeve"
846,"Step out in style with this comfortable yet stylish maternity dress. Created to fit you and your growing bump, our pregnancy dresses are designed with a little more room around the middle. From maternity smock dresses to maternity occasion dresses, we've got a style for every occasion. Pair this one with simple sandals and barely there jewellery and you're good to go! Keeping things casual? Pair with flatform trainers and a denim jacket for an effortlessly cool look. Look cute, feel comfy.Style: Midi DressFabric: ChiffonLength: MidiSleeve Length: Short Sleeve"
847,"Got the invite but nothing to wear? Stand out from the crowd this season with this wedding guest dress from boohoo. Designed to flatter every body type and make you feel beautiful as you celebrate a special day, our women's wedding guest dresses will ensure you're the best-dressed guest in the room. From summer wedding guest dresses to winter wedding outfits perfect for colder days, boohoo has you covered. Just pair with some barely there heels and a matching bag and you're good to go!Style: Skater DressDesign: PlainFabric: DobbyLength: MiniNeckline: V NeckSleeve Length: Long Sleeve"
848,"Designed with a flowing scalloped hem which is longer at the back and shorter at the front, serve looks at your next event in an iconic fishtail dress from our latest collection. Fitted on the top half to accentuate your curves and create a flattering silhouette, this style is perfect for a formal occasion where turning heads is not just an option, but a necessity. Pair with heels and a statement clutch and you're ready to go.Style: Maxi DressFabric: JerseyLength: MiniSleeve Length: Long Sleeve"
849,"This dress is waiting to take you out. Stay seriously on-trend this season with this petite dress. Designed to fit all pocket rockets 5'3'' and below, our dresses for petite women are cut a little shorter to ensure the perfect fit. From petite midi dresses to petite maxi dresses, petite summer dresses to petite shirt dresses, we've got you covered. So whether you're heading out out or just want some new season styles, all you have to think about is what shoes to wear (this piece is both heel and trainer approved).Style: Midi DressFabric: PolyesterLength: MidiSleeve Length: Long Sleeve"
850,"This dress is waiting to take you out. Stay seriously on-trend this season with this petite dress. Designed to fit all pocket rockets 5'3'' and below, our dresses for petite women are cut a little shorter to ensure the perfect fit. From petite midi dresses to petite maxi dresses, petite summer dresses to petite shirt dresses, we've got you covered. So whether you're heading out out or just want some new season styles, all you have to think about is what shoes to wear (this piece is both heel and trainer approved).Style: Mini DressFabric: SequinLength: MiniSleeve Length: Long Sleeve"
851,"Got the invite but nothing to wear? Stand out from the crowd this season with this wedding guest dress from boohoo. Designed to flatter every body type and make you feel beautiful as you celebrate a special day, our women's wedding guest dresses will ensure you're the best-dressed guest in the room. From summer wedding guest dresses to winter wedding outfits perfect for colder days, boohoo has you covered. Just pair with some barely there heels and a matching bag and you're good to go!Style: Skater DressDesign: PlainFabric: WovenLength: MiniNeckline: High Neck"
852,"Got plans? Get ready to shine this season in this sparkly dress. A real statement piece featuring small disco shaped discs that's guaranteed to turn heads, a sequin dress is perfect for party season, and this one is giving us all the glam vibes. Team with smoky eyes and stiletto heels for maximum impact... do it for the glam, girl. Choose from leg-lengthening minis to floor-sweeping sequin maxi dresses complete with mesh detailing and plunge necklines. Whatever you choose, prepare to out-sparkle the crowd."
853,"Versatile, chic, and always effortless, wrap dresses are the wardrobe essential you don't wanna sleep on this season, and this style is no exception. With a wrap design secured with tie detailing, this one is giving us all the vibes. Pair with cute sandals for off-duty days or opt for barely-there heels for Saturday night plans. From midi wrap dresses to maxi styles, we've got something for everyone. Take it to daytime with our soft jersey numbers or check out our satin wrap dresses for a going out look with extra attitude."
854,"Get ready to turn heads with this piece from our range of tall dresses. boohoo's collection of tall dresses for women is a one-stop-shop if you're 5'7"" or over, whether you're looking for work-to-bar smart, smouldering date night styles or standout party pieces. Need some inspiration? Work it in a tall maxi dress for summer or show off your long pins in a tall midi dress."
855,"Colder days are incoming. Layer up this season with a long sleeve dress to embrace cold weather days. Complete with a full sleeve extending from shoulder to arm, this style is perfect for winter styling. Comfortable, warm, and the perfect addition to your winter wardrobe, choose a long sleeve maxi dress for formal events or opt for a long sleeve midi dress for off-duty plans. Team this one with chunky boots or statement heels...we're talking maximum impact, minimal effort.Style: Skater DressDesign: FloralFabric: WovenLength: MidiNeckline: High NeckSleeve Length: Long Sleeve"
856,"This plus size shift dress is the ultimate style of the season. A short dress that hangs straight down from the shoulders with clean and simple lines, we love this style for its ultimate comfort and super flattering fit. Seeing you through from daytime plans to evening drinks, just pair with statement heels and a matching clutch...sorted. An ideal alternative to a bodycon, this floaty dress will look good on you girl. Need more inspo? A plus size shift dress with sleeves is the perfect transitional piece and looks just as good worn with trainers as it does lace-up heels. Style: Shift DressFabric: LaceLength: Midi"
857,"Got a wedding to plan? Get your bridesmaid squad ready in style with our new season collection of bridesmaid dresses. We're loving blush pinks, sultry greys, pretty blues and mint greens for this season's key hues. Chiffon is a go-to material for your bridesmaid dresses, with its delicate design and floaty silhouette. Rethink long bridesmaid dresses with split leg details and wrap silhouettes or choose midi styles for the perfect summer look. Whether it's a strapless burgundy piece or a navy bridesmaid dress that suits every team bride member, we've got all the affordable options at boohoo. Style: Skater DressFabric: LaceLength: MidiSleeve Length: Long Sleeve"
858,"A longline style that lengthens your silhouette and skims your curves for a super flattering look, create the fit you've been dreaming of this season with this plus size maxi dress. A versatile piece you can dress up with heels or keep casual with sliders, plus size long dresses are a wardrobe saviour when you don't know what to wear. Updated for the new season with floral prints, as well as some jersey pieces to keep your lounge style on lock, invest in a plus size floor length dress (it will look good on you).Style: Bodycon DressFabric: WovenLength: MaxiSleeve Length: Long Sleeve"
859,"Looking for the perfect race day dress? We've found the fit you've been searching for, bestie. Featuring a luxe fabric and a timeless silhouette, this races dress has serious add-to-bag potential. Need style inspo? Team with statement mules and a matching bag for a look that's definitely a winner (even if your horse isn't). Whether you're heading to ladies day with your besties or going all-out at Ascot, your race day dress is right hereStyle: Skater DressDesign: PlainFabric: Scuba CrepeLength: Mini"
860,"Everyone knows that the best bit about Christmas is the festive outfits (after the chocolate and bucks fizz for breakfast, obvs). Yep, 'tis the season to look absolutely fire, and this Christmas dress has you covered all season long. Cosy, chic, and oh-so-festive, it's time to stay snug in this Christmas jumper dress. Pair yours with knee high boots, a long coat and a chunky belt for the full look. Looking for more party vibes? Check out our Christmas party dresses for a seasonal glow up.Style: Jumper DressFabric: AcrylicLength: MiniSleeve Length: Long Sleeve"
861,"A longline style that lengthens your silhouette and skims your curves for a super flattering look, create the fit you've been dreaming of this season with this plus size maxi dress. A versatile piece you can dress up with heels or keep casual with sliders, plus size long dresses are a wardrobe saviour when you don't know what to wear. Updated for the new season with floral prints, as well as some jersey pieces to keep your lounge style on lock, invest in a plus size floor length dress (it will look good on you).Style: Maxi DressFabric: JerseyLength: MaxiSleeve Length: Long Sleeve"
862,"A longline style that lengthens your silhouette and skims your curves for a super flattering look, create the fit you've been dreaming of this season with this plus size maxi dress. A versatile piece you can dress up with heels or keep casual with sliders, plus size long dresses are a wardrobe saviour when you don't know what to wear. Updated for the new season with floral prints, as well as some jersey pieces to keep your lounge style on lock, invest in a plus size floor length dress (it will look good on you).Style: Maxi DressFabric: SatinLength: MidiSleeve Length: Long Sleeve"
863,"A scuba dress is the wardrobe essential you never knew you needed. Made from soft, stretchy neoprene fabric that's ultra-supportive, the scuba midi dress is an essential when it comes to comfortable style that flatters all body shapes. Give your figure the attention it deserves with a Bardot neckline or wear a scuba skater dress for ultimate pretty vibes at any event. Now that's fashion-forward.Style: Midi DressDesign: PlainFabric: Scuba CrepeLength: MidiNeckline: V NeckSleeve Length: Sleeveless"
864,"This dress is waiting to take you out. Stay seriously on-trend this season with this petite dress. Designed to fit all pocket rockets 5'3'' and below, our dresses for petite women are cut a little shorter to ensure the perfect fit. From petite midi dresses to petite maxi dresses, petite summer dresses to petite shirt dresses, we've got you covered. So whether you're heading out out or just want some new season styles, all you have to think about is what shoes to wear (this piece is both heel and trainer approved).Style: Midi DressFabric: WovenLength: MidiNeckline: Cowl"
865,"Dresses are the most-wanted wardrobe item for day-to-night dressing. From cool-tone whites to block brights, we've got the everyday skater dresses and party-ready bodycon styles that are perfect for transitioning from day to play. Minis, midis and maxis are our motto, with classic jersey always genius and printed cami dresses the season's killer cut - add skyscraper heels for a seriously statement look. Dress up or down in style with boohoo."
866,"Say hey to your new wardrobe hero - our tall stripe floral shirt dress. In a classic mini length with long sleeves, this shirt style dress is a spring wardrobe staple with its stripe and floral clash print. Looking for styling inspo? Wear it with chunky boots when the temperature drops or add trainers for off-duty days. With its statement print and flattering fit, it will become your new go-to.Style: Shirt DressDesign: FloralFabric: WovenLength: MiniSleeve Length: Long Sleeve"
867,"Everyone knows that the best bit about Christmas is the festive outfits (after the chocolate and bucks fizz for breakfast, obvs). Yep, 'tis the season to look absolutely fire, and this Christmas dress has you covered all season long. Cosy, chic, and oh-so-festive, it's time to stay snug in this Christmas jumper dress. Pair yours with knee high boots, a long coat and a chunky belt for the full look. Looking for more party vibes? Check out our Christmas party dresses for a seasonal glow up.Style: Jumper DressFabric: JerseyLength: MiniNeckline: CrewSleeve Length: Long SleeveThis garment is READY FOR THE FUTURE. It is made with recycled acrylic. Find out more about our material goals.READY FOR THE FUTURE GUIDELINES."
868,"Secure this season's must-have silhouette with this bardot dress. With a wide open neckline that exposes the shoulders and accentuates your décolletage, an off-the-shoulder dress is the classic staple you need in your life. Whether you choose soft shades for a classic look or statement prints for maximum impact, this is the dress your summer wardrobe won't be complete without. Try bardot midi dresses for low-key glam or wear an off the shoulder maxi dress for all your summer plans - it's a vibe.Style: Bodycon DressFabric: JerseyLength: MidiSleeve Length: 3/4 Sleeve"
869,Tall Crinkle Velvet Blazer Dress
870,"Get ready to turn heads with this piece from our range of tall dresses. boohoo's collection of tall dresses for women is a one-stop-shop if you're 5'7"" or over, whether you're looking for work-to-bar smart, smouldering date night styles or standout party pieces. Need some inspiration? Work it in a tall maxi dress for summer or show off your long pins in a tall midi dress.Style: Blazer DressDesign: OmbreFabric: SequinLength: MiniSleeve Length: Long Sleeve"
871,"Show off your wild side in this animal print dress, the perfect seasonal piece and always-on trend. An ideal alternative to your go-to plain styles, we've got animal dresses in all the must-have designs. Feel confident in a leopard print dress that's perfect for every season, just pair with trainers or chunky boots for a casual look. Wanna try something different? From zebra print dresses to snake print designs, animal prints are our go-to trend piece this year. Keep it versatile and wear this one for a night out with strappy heels and a clutch.Style: Skater DressDesign: AnimalFabric: WovenLength: MiniNeckline: V NeckSleeve Length: Short Sleeve"
872,"Lightweight, floaty and oh-so-chic, a chiffon dress is the ultimate day-to-night piece in any girl's wardrobe. An airy sheer fabric which is perfect for evening wear, let your dress do the talking and prepare to turn some serious heads in this pretty dress. Need inspo? Team this one with ankle boots and a leather jacket to nail the ultimate smart-casual look, or opt for barely-there heels for nights that require a little more glam. New mantra: this dress, on repeat.Style: Maxi DressFabric: WovenLength: MaxiSleeve Length: Long Sleeve"
873,"Got plans? Get ready to shine this season in this sparkly dress. A real statement piece featuring small disco shaped discs that's guaranteed to turn heads, a sequin dress is perfect for party season, and this one is giving us all the glam vibes. Team with smoky eyes and stiletto heels for maximum impact... do it for the glam, girl. Choose from leg-lengthening minis to floor-sweeping sequin maxi dresses complete with mesh detailing and plunge necklines. Whatever you choose, prepare to out-sparkle the crowd."
874,"Bring a new kinda attitude in this latest piece from our collection of plus size dresses. Available in UK sizes 16-24, our range of curve dresses carries all the on-trend pieces you need to feel confident. Whether it's a plus size black dress or skater style you're adding to your basket, we promise no more awkward fits, just dresses you can depend on. Work a flattering plus size shirt dress or smock shapes during the day, then take on the night in sexy styles, maxi lengths and Bardot necklines.Style: Midi DressFabric: SequinLength: MidiSleeve Length: Sleeveless"
875,"Step out in style with this comfortable yet stylish maternity dress. Created to fit you and your growing bump, our pregnancy dresses are designed with a little more room around the middle. From maternity smock dresses to maternity occasion dresses, we've got a style for every occasion. Pair this one with simple sandals and barely there jewellery and you're good to go! Keeping things casual? Pair with flatform trainers and a denim jacket for an effortlessly cool look. Look cute, feel comfy.Style: Midi DressFabric: SequinLength: MidiSleeve Length: Long Sleeve"
876,"Make a splash in our stylish swimwearBagging yourself the perfect bikini is the secret to feeling body beautiful at the beach. Whether you prefer triangle or bandeau, high waisted or hipster, we’ve got swimwear styles to flatter every figure. This season we’re talking about the tropical two piece, clashing it with a quirky kimono and adding fashion’s hottest headwear, the floppy hat, for plenty of poolside pizazz."
877,"Cool, lightweight, and fabulously floaty, this plus size summer dress from our latest collection is why we can't get enough of summer dressing. A loose fitting style that's made with extra fabric for the perfect fit, wear with with trainers or sliders (depending on your vibe) and your summer 'fit is sorted. If you've got a holiday booked, our plus size sundresses are the day time staple you need, whether you love printed styles or smock shapes. Embrace the waves in cute plus size beach dresses that layer effortlessly over your swimwear. Style: Beach DressDesign: Tie DyeFabric: WovenLength: Maxi"
878,"Got the invite but nothing to wear? Stand out from the crowd this season with this wedding guest dress from boohoo. Designed to flatter every body type and make you feel beautiful as you celebrate a special day, our women's wedding guest dresses will ensure you're the best-dressed guest in the room. From summer wedding guest dresses to winter wedding outfits perfect for colder days, boohoo has you covered. Just pair with some barely there heels and a matching bag and you're good to go!Style: Skater DressDesign: PlainFabric: WovenLength: MiniNeckline: CrewSleeve Length: Cap Sleeve"
879,"Versatile, chic, and always effortless, wrap dresses are the wardrobe essential you don't wanna sleep on this season, and this style is no exception. With a wrap design secured with tie detailing, this one is giving us all the vibes. Pair with cute sandals for off-duty days or opt for barely-there heels for Saturday night plans. From midi wrap dresses to maxi styles, we've got something for everyone. Take it to daytime with our soft jersey numbers or check out our satin wrap dresses for a going out look with extra attitude.Style: Slip DressFabric: PlisseLength: MiniSleeve Length: Long Sleeve"
880,"Say yes to 90s nostalgia and add an iconic cowl neck dress to your occasion wear collection. Designed with a loose draped fabric around the neckline that falls below the collarbone, a cowl neck dress is a flattering style that skims over curves to create an unreal silhouette. Make a statement in a bold cowl neck maxi or show off those legs in a strappy mini style. Cause a storm in a sophisticated black cowl neck dress or for those more low-key events, opt for a cute floral print. Easy wearing and a chic style, what's not to love? Style: Maxi DressDesign: AbstractFabric: PlisseLength: MaxiSleeve Length: Strappy"
881,"Got plans? Get ready to shine this season in this sparkly dress. A real statement piece featuring small disco shaped discs that's guaranteed to turn heads, a sequin dress is perfect for party season, and this one is giving us all the glam vibes. Team with smoky eyes and stiletto heels for maximum impact... do it for the glam, girl. Choose from leg-lengthening minis to floor-sweeping sequin maxi dresses complete with mesh detailing and plunge necklines. Whatever you choose, prepare to out-sparkle the crowd.Style: Wrap DressFabric: SequinLength: MiniNeckline: CollaredSleeve Length: Long Sleeve"
